Time(s),BP(mmHg)
28.628,44.37207238508261
28.632,43.95346792861957
28.636,43.744165700388045
28.64,44.16277015685109
28.644,43.744165700388045
28.648,43.744165700388045
28.652,43.744165700388045
28.656,43.744165700388045
28.66,43.744165700388045
28.664,42.90695678746196
28.668,43.744165700388045
28.672,43.325561243925
28.676,43.53486347215652
28.68,43.53486347215652
28.684,43.53486347215652
28.688,42.90695678746196
28.692,42.90695678746196
28.696,42.90695678746196
28.7,42.90695678746196
28.704,42.27905010276739
28.708,42.488352330998914
28.712,42.90695678746196
28.716,43.325561243925
28.72,44.37207238508261
28.724,45.41858352624022
28.728,46.25579243916631
28.732,49.39532586263913
28.736,50.44183700379674
28.74,53.162765970806525
28.744,55.465090481353265
28.748,57.34881053543696
28.752,60.48834395890979
28.756,63.41857515415109
28.76,66.97671303408696
28.764,69.69764200109674
28.768,73.04647765280109
28.772,76.18601107627391
28.776,79.53484672797826
28.78,83.09298460791413
28.784,86.23251803138696
28.788,89.99995813955435
28.792,94.18600270418479
28.796,97.11623389942609
28.8,99.83716286643588
28.804,102.55809183344566
28.808,104.23250965929783
28.812,106.32553194161305
28.816,107.58134531100218
28.82,108.20925199569675
28.824,109.25576313685436
28.828,109.88366982154892
28.832,109.04646090862283
28.836,107.99994976746522
28.84,107.99994976746522
28.844,106.53483416984457
28.848,105.48832302868696
28.852,104.02320743106631
28.856,103.18599851814022
28.86,101.51158069228805
28.864,99.83716286643588
28.868,98.37204726881522
28.872,97.11623389942609
28.876,95.2325138453424
28.88,93.76739824772174
28.884,92.30228265010109
28.888,89.79065591132283
28.892,88.11623808547066
28.896,87.27902917254457
28.9,85.81391357492392
28.904,84.13949574907174
28.908,82.88368237968261
28.912,81.62786901029348
28.916,80.37205564090435
28.92,79.32554449974674
28.924,78.06973113035761
28.928,77.0232199892
28.932,75.55810439157935
28.936,74.93019770688478
28.94,73.88368656572717
28.944,73.04647765280109
28.948,71.99996651164348
28.952,71.16275759871739
28.956,70.53485091402283
28.96,69.69764200109674
28.964,68.86043308817065
28.968,68.23252640347609
28.972,67.39531749055
28.976,66.97671303408696
28.98,66.55810857762391
28.984,65.5115974364663
28.988,65.30229520823478
28.992,64.25578406707717
28.996,64.25578406707717
29.0,62.99997069768805
29.004,62.581366241225005
29.008,62.16276178476196
29.012,61.5348551000674
29.016,60.48834395890979
29.02,60.069739502446744
29.024,59.86043727421522
29.028,58.81392613305761
29.032,58.81392613305761
29.036,58.39532167659457
29.04,58.18601944836305
29.044,57.767414991900004
29.048,57.13950830720544
29.052,56.720903850742395
29.056,57.13950830720544
29.06,56.30229939427935
29.064,56.09299716604783
29.068,56.30229939427935
29.072,56.09299716604783
29.076,56.09299716604783
29.08,56.09299716604783
29.084,56.30229939427935
29.088,56.09299716604783
29.092,55.67439270958479
29.096,56.30229939427935
29.1,56.511601622510874
29.104,56.511601622510874
29.108,57.13950830720544
29.112,56.93020607897392
29.116,56.93020607897392
29.12,57.13950830720544
29.124,57.34881053543696
29.128,57.767414991900004
29.132,57.55811276366848
29.136,58.39532167659457
29.14,58.39532167659457
29.144,58.81392613305761
29.148,58.39532167659457
29.152,58.81392613305761
29.156,59.6511350459837
29.16,59.44183281775218
29.164,59.44183281775218
29.168,60.48834395890979
29.172,60.279041730678266
29.176,60.279041730678266
29.18,59.86043727421522
29.184,60.279041730678266
29.188,60.48834395890979
29.192,60.69764618714131
29.196,61.11625064360435
29.2,60.90694841537283
29.204,60.69764618714131
29.208,60.69764618714131
29.212,60.90694841537283
29.216,60.90694841537283
29.22,60.69764618714131
29.224,61.325552871835875
29.228,61.325552871835875
29.232,60.48834395890979
29.236,60.48834395890979
29.24,60.48834395890979
29.244,59.86043727421522
29.248,60.69764618714131
29.252,60.069739502446744
29.256,60.279041730678266
29.26,59.6511350459837
29.264,59.23253058952066
29.268,59.44183281775218
29.272,58.81392613305761
29.276,58.60462390482609
29.28,58.39532167659457
29.284,58.39532167659457
29.288,58.39532167659457
29.292,57.55811276366848
29.296,57.34881053543696
29.3,57.34881053543696
29.304,57.13950830720544
29.308,56.720903850742395
29.312,56.511601622510874
29.316,56.30229939427935
29.32,55.465090481353265
29.324,55.465090481353265
29.328,55.465090481353265
29.332,54.62788156842718
29.336,54.62788156842718
29.34,54.62788156842718
29.344,53.99997488373261
29.348,53.58137042726957
29.352,53.162765970806525
29.356,52.953463742575
29.36,52.74416151434348
29.364,52.116254829648916
29.368,52.53485928611196
29.372,51.906952601417395
29.376,51.27904591672283
29.38,51.06974368849131
29.384,51.27904591672283
29.388,50.651139232028264
29.392,50.44183700379674
29.396,50.0232325473337
29.4,50.0232325473337
29.404,49.18602363440761
29.408,49.39532586263913
29.412,49.18602363440761
29.416,48.76741917794457
29.42,48.76741917794457
29.424,48.97672140617609
29.428,47.93021026501848
29.432,47.93021026501848
29.436,47.93021026501848
29.44,47.93021026501848
29.444,47.72090803678696
29.448,47.302303580323915
29.452,47.093001352092394
29.456,46.88369912386087
29.46,47.093001352092394
29.464,46.88369912386087
29.468,46.88369912386087
29.472,46.25579243916631
29.476,46.25579243916631
29.48,46.25579243916631
29.484,46.25579243916631
29.488,46.25579243916631
29.492,46.046490210934785
29.496,46.25579243916631
29.5,44.999979069777176
29.504,45.41858352624022
29.508,45.2092812980087
29.512,45.2092812980087
29.516,44.58137461331413
29.52,44.790676841545654
29.524,45.2092812980087
29.528,44.790676841545654
29.532,44.58137461331413
29.536,44.37207238508261
29.54,44.58137461331413
29.544,44.999979069777176
29.548,44.16277015685109
29.552,44.58137461331413
29.556,43.95346792861957
29.56,44.37207238508261
29.564,43.95346792861957
29.568,44.16277015685109
29.572,44.16277015685109
29.576,43.744165700388045
29.58,43.95346792861957
29.584,43.744165700388045
29.588,43.53486347215652
29.592,43.53486347215652
29.596,42.90695678746196
29.6,42.90695678746196
29.604,43.11625901569348
29.608,42.90695678746196
29.612,44.16277015685109
29.616,43.11625901569348
29.62,43.744165700388045
29.624,44.790676841545654
29.628,45.62788575447174
29.632,46.67439689562935
29.636,48.76741917794457
29.64,50.651139232028264
29.644,52.953463742575
29.648,55.25578825312174
29.652,57.55811276366848
29.656,60.48834395890979
29.66,63.41857515415109
29.664,65.72089966469782
29.668,68.86043308817065
29.672,72.41857096810652
29.676,75.55810439157935
29.68,79.11624227151522
29.684,82.67438015145109
29.688,85.81391357492392
29.692,89.58135368309131
29.696,93.13949156302718
29.7,96.48832721473153
29.704,98.99995395350979
29.708,101.9301851487511
29.712,104.44181188752935
29.716,106.11622971338153
29.72,107.16274085453914
29.724,108.83715868039131
29.728,109.46506536508588
29.732,109.25576313685436
29.736,109.46506536508588
29.74,109.04646090862283
29.744,108.62785645215979
29.748,107.16274085453914
29.752,106.11622971338153
29.756,104.8604163439924
29.76,103.81390520283479
29.764,101.72088292051957
29.768,100.46506955113044
29.772,98.58134949704674
29.776,97.32553612765761
29.78,95.65111830180544
29.784,94.60460716064783
29.788,92.93018933479566
29.792,91.04646928071196
29.796,89.16274922662826
29.8,88.11623808547066
29.804,86.86042471608152
29.808,84.7674024337663
29.812,83.93019352084022
29.816,82.25577569498805
29.82,80.58135786913587
29.824,79.74414895620978
29.828,78.69763781505218
29.832,77.65112667389457
29.836,76.39531330450544
29.84,75.97670884804239
29.844,74.72089547865326
29.848,73.04647765280109
29.852,73.04647765280109
29.856,72.209268739875
29.86,71.37205982694891
29.864,70.3255486857913
29.868,70.3255486857913
29.872,69.2790375446337
29.876,68.23252640347609
29.88,67.39531749055
29.884,66.97671303408696
29.888,66.13950412116087
29.892,65.5115974364663
29.896,64.88369075177174
29.9,64.25578406707717
29.904,62.99997069768805
29.908,62.581366241225005
29.912,62.16276178476196
29.916,61.5348551000674
29.92,61.11625064360435
29.924,60.48834395890979
29.928,60.069739502446744
29.932,59.86043727421522
29.936,59.6511350459837
29.94,58.81392613305761
29.944,58.81392613305761
29.948,57.976717220131526
29.952,57.976717220131526
29.956,57.13950830720544
29.96,57.767414991900004
29.964,56.93020607897392
29.968,57.13950830720544
29.972,56.30229939427935
29.976,55.88369493781631
29.98,56.30229939427935
29.984,56.30229939427935
29.988,55.88369493781631
29.992,55.67439270958479
29.996,55.67439270958479
30.0,56.30229939427935
30.004,56.30229939427935
30.008,56.30229939427935
30.012,56.720903850742395
30.016,56.30229939427935
30.02,56.30229939427935
30.024,56.93020607897392
30.028,56.93020607897392
30.032,57.13950830720544
30.036,57.13950830720544
30.04,57.55811276366848
30.044,58.39532167659457
30.048,58.39532167659457
30.052,58.81392613305761
30.056,58.81392613305761
30.06,58.60462390482609
30.064,59.023228361289135
30.068,59.44183281775218
30.072,59.6511350459837
30.076,59.44183281775218
30.08,59.6511350459837
30.084,60.069739502446744
30.088,60.279041730678266
30.092,60.48834395890979
30.096,60.279041730678266
30.1,60.48834395890979
30.104,59.86043727421522
30.108,60.069739502446744
30.112,59.86043727421522
30.116,60.279041730678266
30.12,60.48834395890979
30.124,60.48834395890979
30.128,60.48834395890979
30.132,60.069739502446744
30.136,60.279041730678266
30.14,60.48834395890979
30.144,60.069739502446744
30.148,59.86043727421522
30.152,59.86043727421522
30.156,60.069739502446744
30.16,59.6511350459837
30.164,59.23253058952066
30.168,59.23253058952066
30.172,58.81392613305761
30.176,58.81392613305761
30.18,57.976717220131526
30.184,57.767414991900004
30.188,57.976717220131526
30.192,57.55811276366848
30.196,57.13950830720544
30.2,57.13950830720544
30.204,56.511601622510874
30.208,56.720903850742395
30.212,56.30229939427935
30.216,55.465090481353265
30.22,55.465090481353265
30.224,55.465090481353265
30.228,55.04648602489022
30.232,54.418579340195656
30.236,54.209277111964134
30.24,54.62788156842718
30.244,53.79067265550109
30.248,53.162765970806525
30.252,53.162765970806525
30.256,52.953463742575
30.26,52.32555705788044
30.264,51.906952601417395
30.268,51.69765037318587
30.272,51.48834814495435
30.276,51.27904591672283
30.28,51.06974368849131
30.284,51.06974368849131
30.288,50.44183700379674
30.292,50.44183700379674
30.296,49.81393031910218
30.3,50.0232325473337
30.304,49.604628090870655
30.308,49.604628090870655
30.312,49.39532586263913
30.316,49.18602363440761
30.32,48.76741917794457
30.324,48.348814721481524
30.328,47.93021026501848
30.332,47.72090803678696
30.336,47.51160580855544
30.34,47.51160580855544
30.344,47.302303580323915
30.348,47.302303580323915
30.352,47.093001352092394
30.356,46.88369912386087
30.36,46.46509466739783
30.364,46.25579243916631
30.368,46.67439689562935
30.372,46.046490210934785
30.376,46.046490210934785
30.38,46.046490210934785
30.384,46.046490210934785
30.388,45.41858352624022
30.392,45.41858352624022
30.396,45.62788575447174
30.4,44.999979069777176
30.404,44.999979069777176
30.408,44.999979069777176
30.412,45.41858352624022
30.416,44.999979069777176
30.42,44.790676841545654
30.424,44.58137461331413
30.428,44.58137461331413
30.432,44.16277015685109
30.436,44.790676841545654
30.44,44.16277015685109
30.444,43.95346792861957
30.448,43.744165700388045
30.452,43.53486347215652
30.456,43.744165700388045
30.46,43.744165700388045
30.464,43.744165700388045
30.468,43.744165700388045
30.472,43.325561243925
30.476,43.325561243925
30.48,43.325561243925
30.484,42.90695678746196
30.488,42.90695678746196
30.492,43.325561243925
30.496,44.16277015685109
30.5,44.999979069777176
30.504,46.25579243916631
30.508,47.93021026501848
30.512,49.604628090870655
30.516,51.69765037318587
30.52,53.79067265550109
30.524,56.511601622510874
30.528,58.81392613305761
30.532,61.5348551000674
30.536,64.04648183884565
30.54,67.60461971878152
30.544,70.53485091402283
30.548,73.25577988103261
30.552,77.44182444566304
30.556,80.58135786913587
30.56,84.34879797730326
30.564,87.06972694431305
30.568,90.62786482424892
30.572,93.97670047595327
30.576,97.11623389942609
30.58,99.83716286643588
30.584,101.9301851487511
30.588,104.23250965929783
30.592,105.27902080045544
30.596,106.7441363980761
30.6,107.37204308277066
30.604,107.7906475392337
30.608,107.58134531100218
30.612,107.58134531100218
30.616,106.95343862630762
30.62,106.11622971338153
30.624,105.06971857222392
30.628,104.02320743106631
30.632,102.34878960521414
30.636,100.88367400759348
30.64,99.83716286643588
30.644,98.1627450405837
30.648,96.69762944296305
30.652,95.2325138453424
30.656,93.3487937912587
30.66,91.67437596540653
30.664,90.4185625960174
30.668,88.32554031370218
30.672,87.27902917254457
30.676,85.39530911846087
30.68,84.13949574907174
30.684,82.46507792321957
30.688,81.41856678206196
30.692,80.58135786913587
30.696,79.53484672797826
30.7,77.65112667389457
30.704,76.81391776096848
30.708,75.97670884804239
30.712,74.51159325042174
30.716,73.88368656572717
30.72,72.62787319633804
30.724,72.209268739875
30.728,70.95345537048587
30.732,69.69764200109674
30.736,69.06973531640217
30.74,68.44182863170761
30.744,68.23252640347609
30.748,67.39531749055
30.752,66.34880634939239
30.756,65.93020189292935
30.76,65.09299298000326
30.764,64.67438852354022
30.768,63.837179610614136
30.772,62.79066846945653
30.776,62.372064012993484
30.78,61.74415732829892
30.784,61.95345955653044
30.788,60.48834395890979
30.792,60.069739502446744
30.796,59.6511350459837
30.8,59.023228361289135
30.804,58.39532167659457
30.808,58.39532167659457
30.812,57.976717220131526
30.816,57.55811276366848
30.82,56.93020607897392
30.824,57.13950830720544
30.828,56.720903850742395
30.832,56.511601622510874
30.836,56.30229939427935
30.84,55.67439270958479
30.844,55.67439270958479
30.848,55.67439270958479
30.852,55.67439270958479
30.856,55.465090481353265
30.86,55.465090481353265
30.864,55.465090481353265
30.868,55.67439270958479
30.872,56.09299716604783
30.876,55.67439270958479
30.88,55.465090481353265
30.884,55.88369493781631
30.888,56.30229939427935
30.892,56.30229939427935
30.896,56.30229939427935
30.9,56.720903850742395
30.904,56.720903850742395
30.908,57.13950830720544
30.912,57.55811276366848
30.916,57.34881053543696
30.92,57.976717220131526
30.924,58.18601944836305
30.928,58.18601944836305
30.932,57.976717220131526
30.936,58.18601944836305
30.94,59.023228361289135
30.944,58.81392613305761
30.948,59.23253058952066
30.952,59.6511350459837
30.956,59.6511350459837
30.96,59.6511350459837
30.964,59.6511350459837
30.968,59.6511350459837
30.972,59.23253058952066
30.976,59.6511350459837
30.98,59.86043727421522
30.984,59.6511350459837
30.988,60.069739502446744
30.992,59.6511350459837
30.996,59.86043727421522
31.0,60.069739502446744
31.004,60.279041730678266
31.008,59.86043727421522
31.012,59.86043727421522
31.016,59.6511350459837
31.02,59.6511350459837
31.024,59.6511350459837
31.028,59.44183281775218
31.032,59.023228361289135
31.036,58.39532167659457
31.04,59.023228361289135
31.044,58.39532167659457
31.048,58.18601944836305
31.052,58.18601944836305
31.056,57.767414991900004
31.06,57.767414991900004
31.064,57.55811276366848
31.068,57.34881053543696
31.072,57.13950830720544
31.076,56.93020607897392
31.08,56.30229939427935
31.084,55.67439270958479
31.088,55.465090481353265
31.092,55.67439270958479
31.096,55.67439270958479
31.1,54.8371837966587
31.104,54.418579340195656
31.108,54.418579340195656
31.112,54.418579340195656
31.116,53.58137042726957
31.12,52.953463742575
31.124,53.162765970806525
31.128,52.953463742575
31.132,52.74416151434348
31.136,52.53485928611196
31.14,52.53485928611196
31.144,51.906952601417395
31.148,51.48834814495435
31.152,51.06974368849131
31.156,51.27904591672283
31.16,51.06974368849131
31.164,51.06974368849131
31.168,50.44183700379674
31.172,50.44183700379674
31.176,50.0232325473337
31.18,50.44183700379674
31.184,49.81393031910218
31.188,49.604628090870655
31.192,48.76741917794457
31.196,49.604628090870655
31.2,48.76741917794457
31.204,48.348814721481524
31.208,48.558116949713046
31.212,48.13951249325
31.216,47.72090803678696
31.22,47.302303580323915
31.224,48.13951249325
31.228,47.51160580855544
31.232,47.093001352092394
31.236,47.093001352092394
31.24,47.093001352092394
31.244,46.25579243916631
31.248,46.25579243916631
31.252,46.25579243916631
31.256,46.25579243916631
31.26,46.046490210934785
31.264,45.83718798270326
31.268,45.62788575447174
31.272,45.62788575447174
31.276,45.62788575447174
31.28,45.62788575447174
31.284,45.41858352624022
31.288,45.41858352624022
31.292,45.41858352624022
31.296,45.41858352624022
31.3,44.999979069777176
31.304,44.790676841545654
31.308,44.999979069777176
31.312,44.58137461331413
31.316,44.37207238508261
31.32,44.58137461331413
31.324,44.790676841545654
31.328,45.2092812980087
31.332,44.790676841545654
31.336,46.25579243916631
31.34,48.348814721481524
31.344,49.604628090870655
31.348,51.48834814495435
31.352,53.58137042726957
31.356,56.09299716604783
31.36,58.81392613305761
31.364,61.325552871835875
31.368,64.4650862953087
31.372,67.18601526231848
31.376,70.11624645755978
31.38,73.88368656572717
31.384,76.81391776096848
31.388,80.58135786913587
31.392,83.93019352084022
31.396,87.90693585723913
31.4,90.62786482424892
31.404,93.97670047595327
31.408,97.53483835588914
31.412,100.25576732289892
31.416,102.76739406167718
31.42,104.8604163439924
31.424,107.37204308277066
31.428,108.62785645215979
31.432,109.04646090862283
31.436,109.88366982154892
31.44,109.88366982154892
31.444,109.46506536508588
31.448,109.04646090862283
31.452,108.41855422392827
31.456,107.16274085453914
31.46,105.69762525691849
31.464,104.8604163439924
31.468,103.39530074637175
31.472,101.51158069228805
31.476,100.67437177936196
31.48,99.20925618174131
31.484,97.32553612765761
31.488,96.06972275826848
31.492,94.60460716064783
31.496,92.93018933479566
31.5,91.465073737175
31.504,89.99995813955435
31.508,88.32554031370218
31.512,87.06972694431305
31.516,85.18600689022935
31.52,83.93019352084022
31.524,83.09298460791413
31.528,81.62786901029348
31.532,80.37205564090435
31.536,79.11624227151522
31.54,78.27903335858913
31.544,77.23252221743152
31.548,76.39531330450544
31.552,75.55810439157935
31.556,74.30229102219022
31.56,73.67438433749565
31.564,73.04647765280109
31.568,72.41857096810652
31.572,71.37205982694891
31.576,70.95345537048587
31.58,69.69764200109674
31.584,69.48833977286522
31.588,68.65113085993913
31.592,68.02322417524456
31.596,67.60461971878152
31.6,66.97671303408696
31.604,65.72089966469782
31.608,65.5115974364663
31.612,64.4650862953087
31.616,63.627877382382614
31.62,62.99997069768805
31.624,62.79066846945653
31.628,62.372064012993484
31.632,61.5348551000674
31.636,61.11625064360435
31.64,60.69764618714131
31.644,59.86043727421522
31.648,59.6511350459837
31.652,59.6511350459837
31.656,59.44183281775218
31.66,58.81392613305761
31.664,58.60462390482609
31.668,58.60462390482609
31.672,58.18601944836305
31.676,58.18601944836305
31.68,57.976717220131526
31.684,57.976717220131526
31.688,57.55811276366848
31.692,58.18601944836305
31.696,57.767414991900004
31.7,57.976717220131526
31.704,57.976717220131526
31.708,58.39532167659457
31.712,58.81392613305761
31.716,58.60462390482609
31.72,59.023228361289135
31.724,59.23253058952066
31.728,59.44183281775218
31.732,59.44183281775218
31.736,59.6511350459837
31.74,59.6511350459837
31.744,59.86043727421522
31.748,60.48834395890979
31.752,60.48834395890979
31.756,61.11625064360435
31.76,61.5348551000674
31.764,61.74415732829892
31.768,62.16276178476196
31.772,62.16276178476196
31.776,61.95345955653044
31.78,62.581366241225005
31.784,62.581366241225005
31.788,62.581366241225005
31.792,62.99997069768805
31.796,63.41857515415109
31.8,62.99997069768805
31.804,62.99997069768805
31.808,63.627877382382614
31.812,63.627877382382614
31.816,63.41857515415109
31.82,63.627877382382614
31.824,63.627877382382614
31.828,62.99997069768805
31.832,62.99997069768805
31.836,63.20927292591957
31.84,63.627877382382614
31.844,63.20927292591957
31.848,62.79066846945653
31.852,62.79066846945653
31.856,62.581366241225005
31.86,62.581366241225005
31.864,62.99997069768805
31.868,62.581366241225005
31.872,62.16276178476196
31.876,62.16276178476196
31.88,62.16276178476196
31.884,61.5348551000674
31.888,61.5348551000674
31.892,61.11625064360435
31.896,60.90694841537283
31.9,60.69764618714131
31.904,59.86043727421522
31.908,60.279041730678266
31.912,59.6511350459837
31.916,59.44183281775218
31.92,58.81392613305761
31.924,58.39532167659457
31.928,58.18601944836305
31.932,57.976717220131526
31.936,57.976717220131526
31.94,57.55811276366848
31.944,57.13950830720544
31.948,56.93020607897392
31.952,57.13950830720544
31.956,56.30229939427935
31.96,55.88369493781631
31.964,55.67439270958479
31.968,56.09299716604783
31.972,55.465090481353265
31.976,55.465090481353265
31.98,54.8371837966587
31.984,55.04648602489022
31.988,54.62788156842718
31.992,53.99997488373261
31.996,54.209277111964134
32.0,53.79067265550109
32.004,53.79067265550109
32.008,53.79067265550109
32.012,53.37206819903805
32.016,52.953463742575
32.02,52.74416151434348
32.024,52.953463742575
32.028,52.53485928611196
32.032,51.906952601417395
32.036,51.48834814495435
32.04,51.48834814495435
32.044,51.906952601417395
32.048,51.27904591672283
32.052,50.860441460259786
32.056,51.06974368849131
32.06,50.651139232028264
32.064,50.651139232028264
32.068,50.44183700379674
32.072,50.44183700379674
32.076,50.23253477556522
32.08,50.0232325473337
32.084,49.604628090870655
32.088,49.604628090870655
32.092,49.39532586263913
32.096,49.604628090870655
32.1,48.76741917794457
32.104,48.76741917794457
32.108,48.97672140617609
32.112,48.558116949713046
32.116,48.13951249325
32.12,48.13951249325
32.124,47.93021026501848
32.128,47.72090803678696
32.132,47.72090803678696
32.136,47.93021026501848
32.14,47.93021026501848
32.144,47.93021026501848
32.148,48.558116949713046
32.152,49.604628090870655
32.156,50.651139232028264
32.16,52.953463742575
32.164,54.62788156842718
32.168,56.720903850742395
32.172,58.39532167659457
32.176,60.90694841537283
32.18,64.04648183884565
32.184,66.76741080585543
32.188,69.69764200109674
32.192,73.04647765280109
32.196,76.39531330450544
32.2,79.11624227151522
32.204,83.09298460791413
32.208,87.27902917254457
32.212,91.25577150894348
32.216,94.60460716064783
32.22,98.1627450405837
32.224,101.51158069228805
32.228,104.8604163439924
32.232,106.95343862630762
32.236,109.46506536508588
32.24,111.97669210386414
32.244,113.02320324502175
32.248,114.27901661441088
32.252,114.90692329910544
32.256,115.53482998380001
32.26,114.90692329910544
32.264,115.11622552733697
32.268,114.06971438617936
32.272,113.23250547325327
32.276,112.39529656032718
32.28,111.34878541916957
32.284,109.6743675933174
32.288,108.20925199569675
32.292,106.11622971338153
32.296,105.48832302868696
32.3,103.60460297460327
32.304,102.34878960521414
32.308,100.88367400759348
32.312,99.20925618174131
32.316,97.74414058412066
32.32,96.2790249865
32.324,94.81390938887935
32.328,93.55809601949022
32.332,91.88367819363805
32.336,90.62786482424892
32.34,89.79065591132283
32.344,88.11623808547066
32.348,87.06972694431305
32.352,85.81391357492392
32.356,84.7674024337663
32.36,83.30228683614565
32.364,82.88368237968261
32.368,81.41856678206196
32.372,80.99996232559891
32.376,80.16275341267283
32.38,79.11624227151522
32.384,78.9069400432837
32.388,77.65112667389457
32.392,77.23252221743152
32.396,76.60461553273696
32.4,75.55810439157935
32.404,74.93019770688478
32.408,74.30229102219022
32.412,73.88368656572717
32.416,72.83717542456957
32.42,72.209268739875
32.424,71.58136205518043
32.428,70.74415314225435
32.432,70.3255486857913
32.436,69.69764200109674
32.44,69.06973531640217
32.444,68.44182863170761
32.448,67.60461971878152
32.452,66.97671303408696
32.456,67.18601526231848
32.46,66.34880634939239
32.464,64.88369075177174
32.468,65.09299298000326
32.472,64.67438852354022
32.476,64.04648183884565
32.48,64.04648183884565
32.484,63.837179610614136
32.488,62.99997069768805
32.492,62.581366241225005
32.496,62.79066846945653
32.5,62.16276178476196
32.504,62.16276178476196
32.508,62.79066846945653
32.512,62.99997069768805
32.516,62.79066846945653
32.52,62.581366241225005
32.524,62.99997069768805
32.528,62.99997069768805
32.532,62.99997069768805
32.536,63.41857515415109
32.54,63.20927292591957
32.544,63.41857515415109
32.548,63.627877382382614
32.552,64.04648183884565
32.556,64.67438852354022
32.56,64.25578406707717
32.564,65.09299298000326
32.568,65.09299298000326
32.572,65.30229520823478
32.576,65.93020189292935
32.58,65.5115974364663
32.584,65.93020189292935
32.588,66.34880634939239
32.592,66.55810857762391
32.596,66.34880634939239
32.6,66.55810857762391
32.604,66.55810857762391
32.608,67.18601526231848
32.612,66.76741080585543
32.616,66.76741080585543
32.62,67.60461971878152
32.624,67.18601526231848
32.628,67.18601526231848
32.632,66.97671303408696
32.636,67.18601526231848
32.64,67.18601526231848
32.644,66.97671303408696
32.648,66.97671303408696
32.652,66.55810857762391
32.656,66.76741080585543
32.66,66.34880634939239
32.664,66.13950412116087
32.668,66.13950412116087
32.672,65.5115974364663
32.676,65.5115974364663
32.68,65.5115974364663
32.684,64.67438852354022
32.688,64.4650862953087
32.692,64.25578406707717
32.696,63.837179610614136
32.7,63.627877382382614
32.704,62.99997069768805
32.708,62.99997069768805
32.712,62.99997069768805
32.716,62.372064012993484
32.72,62.16276178476196
32.724,62.16276178476196
32.728,61.5348551000674
32.732,61.11625064360435
32.736,60.69764618714131
32.74,60.69764618714131
32.744,60.48834395890979
32.748,59.86043727421522
32.752,59.44183281775218
32.756,59.023228361289135
32.76,59.023228361289135
32.764,58.18601944836305
32.768,57.767414991900004
32.772,57.55811276366848
32.776,57.34881053543696
32.78,57.13950830720544
32.784,56.30229939427935
32.788,56.511601622510874
32.792,56.30229939427935
32.796,56.30229939427935
32.8,55.67439270958479
32.804,55.25578825312174
32.808,55.04648602489022
32.812,54.8371837966587
32.816,54.418579340195656
32.82,54.418579340195656
32.824,54.209277111964134
32.828,53.99997488373261
32.832,53.99997488373261
32.836,53.99997488373261
32.84,53.58137042726957
32.844,53.162765970806525
32.848,53.37206819903805
32.852,53.162765970806525
32.856,52.953463742575
32.86,52.953463742575
32.864,52.32555705788044
32.868,52.32555705788044
32.872,52.32555705788044
32.876,51.906952601417395
32.88,52.116254829648916
32.884,51.906952601417395
32.888,51.27904591672283
32.892,51.27904591672283
32.896,51.27904591672283
32.9,51.27904591672283
32.904,51.06974368849131
32.908,51.27904591672283
32.912,50.860441460259786
32.916,50.651139232028264
32.92,50.651139232028264
32.924,50.651139232028264
32.928,50.44183700379674
32.932,50.23253477556522
32.936,50.44183700379674
32.94,50.44183700379674
32.944,50.0232325473337
32.948,49.604628090870655
32.952,49.81393031910218
32.956,49.604628090870655
32.96,49.604628090870655
32.964,49.604628090870655
32.968,49.604628090870655
32.972,49.604628090870655
32.976,48.97672140617609
32.98,50.23253477556522
32.984,50.44183700379674
32.988,51.48834814495435
32.992,53.79067265550109
32.996,55.465090481353265
33.0,56.720903850742395
33.004,59.23253058952066
33.008,61.95345955653044
33.012,64.67438852354022
33.016,67.18601526231848
33.02,70.3255486857913
33.024,74.0929887939587
33.028,77.23252221743152
33.032,80.58135786913587
33.036,84.13949574907174
33.04,88.11623808547066
33.044,92.09298042186957
33.048,95.65111830180544
33.052,99.41855840997283
33.056,103.18599851814022
33.06,106.11622971338153
33.064,109.25576313685436
33.068,111.97669210386414
33.072,114.06971438617936
33.076,115.95343444026305
33.08,117.4185500378837
33.084,117.62785226611523
33.088,118.04645672257827
33.092,117.83715449434675
33.096,118.04645672257827
33.1,117.4185500378837
33.104,116.16273666849457
33.108,115.11622552733697
33.112,114.06971438617936
33.116,112.39529656032718
33.12,110.93018096270653
33.124,109.88366982154892
33.128,107.58134531100218
33.132,105.90692748515
33.136,104.02320743106631
33.14,102.9766962899087
33.144,100.67437177936196
33.148,99.83716286643588
33.152,98.1627450405837
33.156,96.48832721473153
33.16,94.81390938887935
33.164,93.55809601949022
33.168,92.51158487833261
33.172,90.83716705248044
33.176,89.79065591132283
33.18,88.5348425419337
33.184,87.06972694431305
33.188,86.02321580315544
33.192,84.97670466199783
33.196,83.93019352084022
33.2,83.51158906437718
33.204,82.46507792321957
33.208,81.837171238525
33.212,80.7906600973674
33.216,80.58135786913587
33.22,79.53484672797826
33.224,78.9069400432837
33.228,78.27903335858913
33.232,77.23252221743152
33.236,76.81391776096848
33.24,75.97670884804239
33.244,75.55810439157935
33.248,74.93019770688478
33.252,73.88368656572717
33.256,73.25577988103261
33.26,72.41857096810652
33.264,72.209268739875
33.268,70.74415314225435
33.272,70.53485091402283
33.276,69.69764200109674
33.28,68.86043308817065
33.284,68.44182863170761
33.288,67.60461971878152
33.292,67.60461971878152
33.296,67.18601526231848
