Time(s),ECG(mV)
13.848,0.025
13.852,0.015
13.856,0.025
13.86,0.02
13.864,0.025
13.868,0.025
13.872,0.03
13.876,0.03
13.88,0.045
13.884,0.055
13.888,0.04
13.892,0.05
13.896,0.04
13.9,0.04
13.904,0.06
13.908,0.055
13.912,0.06
13.916,0.055
13.92,0.05
13.924,0.05
13.928,0.06
13.932,0.06
13.936,0.05
13.94,0.06
13.944,0.06
13.948,0.055
13.952,0.06
13.956,0.06
13.96,0.06
13.964,0.06
13.968,0.06
13.972,0.065
13.976,0.065
13.98,0.055
13.984,0.06
13.988,0.06
13.992,0.08
13.996,0.06
14.0,0.07
14.004,0.06
14.008,0.06
14.012,0.06
14.016,0.06
14.02,0.07
14.024,0.06
14.028,0.08
14.032,0.05
14.036,0.075
14.04,0.06
14.044,0.08
14.048,0.07
14.052,0.07
14.056,0.08
14.06,0.075
14.064,0.085
14.068,0.07
14.072,0.08
14.076,0.065
14.08,0.08
14.084,0.06
14.088,0.075
14.092,0.07
14.096,0.08
14.1,0.07
14.104,0.08
14.108,0.075
14.112,0.08
14.116,0.08
14.12,0.08
14.124,0.07
14.128,0.08
14.132,0.065
14.136,0.085
14.14,0.08
14.144,0.075
14.148,0.085
14.152,0.085
14.156,0.095
14.16,0.09
14.164,0.08
14.168,0.1
14.172,0.08
14.176,0.095
14.18,0.09
14.184,0.11
14.188,0.095
14.192,0.115
14.196,0.1
14.2,0.105
14.204,0.115
14.208,0.12
14.212,0.115
14.216,0.125
14.22,0.125
14.224,0.135
14.228,0.145
14.232,0.155
14.236,0.15
14.24,0.155
14.244,0.15
14.248,0.15
14.252,0.15
14.256,0.14
14.26,0.125
14.264,0.125
14.268,0.12
14.272,0.115
14.276,0.115
14.28,0.105
14.284,0.1
14.288,0.085
14.292,0.08
14.296,0.07
14.3,0.08
14.304,0.08
14.308,0.065
14.312,0.08
14.316,0.075
14.32,0.065
14.324,0.075
14.328,0.085
14.332,0.08
14.336,0.08
14.34,0.08
14.344,0.08
14.348,0.08
14.352,0.085
14.356,0.075
14.36,0.105
14.364,0.14
14.368,0.195
14.372,0.285
14.376,0.425
14.38,0.62
14.384,0.825
14.388,0.9
14.392,0.835
14.396,0.55
14.4,0.165
14.404,-0.195
14.408,-0.34
14.412,-0.375
14.416,-0.29
14.42,-0.18
14.424,-0.11
14.428,-0.04
14.432,-0.015
14.436,0.025
14.44,0.065
14.444,0.07
14.448,0.07
14.452,0.06
14.456,0.08
14.46,0.075
14.464,0.08
14.468,0.08
14.472,0.08
14.476,0.095
14.48,0.095
14.484,0.1
14.488,0.1
14.492,0.1
14.496,0.11
14.5,0.1
14.504,0.12
14.508,0.1
14.512,0.12
14.516,0.12
14.52,0.12
14.524,0.12
14.528,0.12
14.532,0.14
14.536,0.13
14.54,0.145
14.544,0.14
14.548,0.135
14.552,0.145
14.556,0.165
14.56,0.16
14.564,0.165
14.568,0.18
14.572,0.18
14.576,0.18
14.58,0.19
14.584,0.185
14.588,0.185
14.592,0.185
14.596,0.2
14.6,0.205
14.604,0.21
14.608,0.21
14.612,0.21
14.616,0.22
14.62,0.23
14.624,0.235
14.628,0.24
14.632,0.245
14.636,0.235
14.64,0.24
14.644,0.225
14.648,0.225
14.652,0.215
14.656,0.22
14.66,0.205
14.664,0.22
14.668,0.2
14.672,0.18
14.676,0.175
14.68,0.165
14.684,0.145
14.688,0.125
14.692,0.13
14.696,0.11
14.7,0.085
14.704,0.065
14.708,0.06
14.712,0.04
14.716,0.04
14.72,0.035
14.724,0.005
14.728,0.015
14.732,-0.005
14.736,-0.0
14.74,-0.0
14.744,0.02
14.748,-0.0
14.752,-0.0
14.756,0.005
14.76,-0.0
14.764,-0.0
14.768,-0.0
14.772,-0.0
14.776,-0.0
14.78,-0.0
14.784,0.01
14.788,0.005
14.792,0.005
14.796,0.025
14.8,0.02
14.804,0.02
14.808,0.025
14.812,0.03
14.816,0.02
14.82,0.03
14.824,0.035
14.828,0.03
14.832,0.04
14.836,0.04
14.84,0.04
14.844,0.045
14.848,0.05
14.852,0.05
14.856,0.05
14.86,0.06
14.864,0.045
14.868,0.045
14.872,0.045
14.876,0.065
14.88,0.045
14.884,0.06
14.888,0.055
14.892,0.06
14.896,0.055
14.9,0.045
14.904,0.065
14.908,0.05
14.912,0.055
14.916,0.06
14.92,0.04
14.924,0.06
14.928,0.06
14.932,0.045
14.936,0.075
14.94,0.055
14.944,0.06
14.948,0.05
14.952,0.045
14.956,0.06
14.96,0.06
14.964,0.06
14.968,0.05
14.972,0.06
14.976,0.06
14.98,0.065
14.984,0.06
14.988,0.06
14.992,0.07
14.996,0.075
15.0,0.08
15.004,0.05
15.008,0.06
15.012,0.05
15.016,0.065
15.02,0.06
15.024,0.045
15.028,0.06
15.032,0.05
15.036,0.08
15.04,0.06
15.044,0.065
15.048,0.065
15.052,0.08
15.056,0.07
15.06,0.08
15.064,0.08
15.068,0.065
15.072,0.075
15.076,0.08
15.08,0.075
15.084,0.08
15.088,0.075
15.092,0.08
15.096,0.095
15.1,0.075
15.104,0.1
15.108,0.075
15.112,0.08
15.116,0.09
15.12,0.09
15.124,0.08
15.128,0.09
15.132,0.1
15.136,0.09
15.14,0.095
15.144,0.08
15.148,0.095
15.152,0.1
15.156,0.095
15.16,0.115
15.164,0.11
15.168,0.12
15.172,0.135
15.176,0.125
15.18,0.135
15.184,0.12
15.188,0.135
15.192,0.145
15.196,0.135
15.2,0.145
15.204,0.15
15.208,0.145
15.212,0.15
15.216,0.145
15.22,0.15
15.224,0.15
15.228,0.115
15.232,0.11
15.236,0.12
15.24,0.1
15.244,0.105
15.248,0.1
15.252,0.11
15.256,0.08
15.26,0.06
15.264,0.06
15.268,0.08
15.272,0.08
15.276,0.08
15.28,0.08
15.284,0.075
15.288,0.07
15.292,0.075
15.296,0.075
15.3,0.09
15.304,0.09
15.308,0.08
15.312,0.07
15.316,0.075
15.32,0.07
15.324,0.06
15.328,0.1
15.332,0.14
15.336,0.18
15.34,0.255
15.344,0.38
15.348,0.59
15.352,0.765
15.356,0.86
15.36,0.825
15.364,0.55
15.368,0.2
15.372,-0.155
15.376,-0.31
15.38,-0.345
15.384,-0.27
15.388,-0.155
15.392,-0.07
15.396,-0.035
15.4,-0.0
15.404,0.04
15.408,0.07
15.412,0.075
15.416,0.075
15.42,0.065
15.424,0.08
15.428,0.07
15.432,0.08
15.436,0.085
15.44,0.08
15.444,0.095
15.448,0.11
15.452,0.085
15.456,0.1
15.46,0.1
15.464,0.12
15.468,0.095
15.472,0.115
15.476,0.105
15.48,0.125
15.484,0.12
15.488,0.11
15.492,0.12
15.496,0.12
15.5,0.125
15.504,0.12
15.508,0.13
15.512,0.13
15.516,0.135
15.52,0.145
15.524,0.14
15.528,0.155
15.532,0.155
15.536,0.15
15.54,0.15
15.544,0.18
15.548,0.17
15.552,0.175
15.556,0.18
15.56,0.2
15.564,0.2
15.568,0.185
15.572,0.19
15.576,0.2
15.58,0.22
15.584,0.215
15.588,0.225
15.592,0.22
15.596,0.205
15.6,0.22
15.604,0.22
15.608,0.22
15.612,0.22
15.616,0.22
15.62,0.21
15.624,0.2
15.628,0.19
15.632,0.18
15.636,0.17
15.64,0.16
15.644,0.13
15.648,0.125
15.652,0.125
15.656,0.11
15.66,0.1
15.664,0.08
15.668,0.085
15.672,0.065
15.676,0.04
15.68,0.04
15.684,0.04
15.688,0.02
15.692,0.005
15.696,0.015
15.7,0.015
15.704,-0.0
15.708,-0.0
15.712,0.015
15.716,0.02
15.72,-0.005
15.724,-0.0
15.728,0.015
15.732,-0.005
15.736,0.01
15.74,0.01
15.744,0.015
15.748,0.015
15.752,0.005
15.756,0.02
15.76,0.02
15.764,0.01
15.768,0.025
15.772,0.03
15.776,0.015
15.78,0.015
15.784,0.02
15.788,0.015
15.792,0.025
15.796,0.03
15.8,0.02
15.804,0.04
15.808,0.045
15.812,0.02
15.816,0.04
15.82,0.04
15.824,0.03
15.828,0.035
15.832,0.05
15.836,0.045
15.84,0.04
15.844,0.045
15.848,0.04
15.852,0.04
15.856,0.04
15.86,0.055
15.864,0.035
15.868,0.05
15.872,0.045
15.876,0.04
15.88,0.05
15.884,0.04
15.888,0.04
15.892,0.04
15.896,0.04
15.9,0.04
15.904,0.025
15.908,0.04
15.912,0.05
15.916,0.05
15.92,0.06
15.924,0.045
15.928,0.045
15.932,0.045
15.936,0.055
15.94,0.05
15.944,0.05
15.948,0.04
15.952,0.05
15.956,0.05
15.96,0.06
15.964,0.04
15.968,0.04
15.972,0.06
15.976,0.065
15.98,0.06
15.984,0.05
15.988,0.06
15.992,0.04
15.996,0.06
16.0,0.055
16.004,0.07
16.008,0.075
16.012,0.065
16.016,0.06
16.02,0.06
16.024,0.085
16.028,0.065
16.032,0.075
16.036,0.07
16.04,0.07
16.044,0.08
16.048,0.085
16.052,0.075
16.056,0.07
16.06,0.075
16.064,0.08
16.068,0.085
16.072,0.08
16.076,0.09
16.08,0.075
16.084,0.095
16.088,0.08
16.092,0.09
16.096,0.09
16.1,0.095
16.104,0.08
16.108,0.095
16.112,0.085
16.116,0.08
16.12,0.09
16.124,0.1
16.128,0.1
16.132,0.115
16.136,0.1
16.14,0.105
16.144,0.11
16.148,0.12
16.152,0.14
16.156,0.125
16.16,0.135
16.164,0.14
16.168,0.135
16.172,0.15
16.176,0.135
16.18,0.125
16.184,0.125
16.188,0.1
16.192,0.095
16.196,0.095
16.2,0.1
16.204,0.085
16.208,0.08
16.212,0.06
16.216,0.065
16.22,0.05
16.224,0.06
16.228,0.06
16.232,0.06
16.236,0.06
16.24,0.065
16.244,0.055
16.248,0.06
16.252,0.085
16.256,0.06
16.26,0.07
16.264,0.07
16.268,0.07
16.272,0.055
16.276,0.065
16.28,0.06
16.284,0.085
16.288,0.13
16.292,0.18
16.296,0.27
16.3,0.42
16.304,0.615
16.308,0.82
16.312,0.92
16.316,0.87
16.32,0.6
16.324,0.22
16.328,-0.18
16.332,-0.345
16.336,-0.38
16.34,-0.29
16.344,-0.17
16.348,-0.09
16.352,-0.04
16.356,-0.0
16.36,0.035
16.364,0.055
16.368,0.075
16.372,0.07
16.376,0.06
16.38,0.065
16.384,0.08
16.388,0.075
16.392,0.1
16.396,0.08
16.4,0.095
16.404,0.095
16.408,0.105
16.412,0.095
16.416,0.105
16.42,0.1
16.424,0.11
16.428,0.11
16.432,0.115
16.436,0.095
16.44,0.11
16.444,0.115
16.448,0.115
16.452,0.12
16.456,0.12
16.46,0.14
16.464,0.13
16.468,0.145
16.472,0.15
16.476,0.12
16.48,0.125
16.484,0.155
16.488,0.15
16.492,0.15
16.496,0.165
16.5,0.155
16.504,0.16
16.508,0.17
16.512,0.17
16.516,0.17
16.52,0.185
16.524,0.185
16.528,0.2
16.532,0.205
16.536,0.21
16.54,0.205
16.544,0.21
16.548,0.205
16.552,0.22
16.556,0.225
16.56,0.24
16.564,0.24
16.568,0.225
16.572,0.23
16.576,0.22
16.58,0.205
16.584,0.22
16.588,0.215
16.592,0.215
16.596,0.2
16.6,0.185
16.604,0.16
16.608,0.145
16.612,0.13
16.616,0.11
16.62,0.1
16.624,0.08
16.628,0.07
16.632,0.05
16.636,0.04
16.64,0.025
16.644,0.02
16.648,0.02
16.652,0.015
16.656,0.005
16.66,0.005
16.664,0.005
16.668,0.01
16.672,0.005
16.676,-0.0
16.68,0.005
16.684,0.01
16.688,0.015
16.692,-0.0
16.696,-0.0
16.7,0.02
16.704,-0.0
16.708,0.02
16.712,0.02
16.716,0.015
16.72,0.015
16.724,0.02
16.728,0.02
16.732,0.02
16.736,0.025
16.74,0.025
16.744,0.02
16.748,0.02
16.752,0.04
16.756,0.04
16.76,0.03
16.764,0.035
16.768,0.03
16.772,0.04
16.776,0.05
16.78,0.035
16.784,0.045
16.788,0.04
16.792,0.03
16.796,0.05
16.8,0.035
16.804,0.04
16.808,0.035
16.812,0.04
16.816,0.045
16.82,0.04
16.824,0.055
16.828,0.045
16.832,0.04
16.836,0.055
16.84,0.04
16.844,0.04
16.848,0.04
16.852,0.04
16.856,0.06
16.86,0.04
16.864,0.04
16.868,0.035
16.872,0.06
16.876,0.055
16.88,0.04
16.884,0.05
16.888,0.04
16.892,0.045
16.896,0.04
16.9,0.06
16.904,0.05
16.908,0.06
16.912,0.065
16.916,0.055
16.92,0.075
16.924,0.07
16.928,0.08
16.932,0.08
16.936,0.07
16.94,0.08
16.944,0.06
16.948,0.07
16.952,0.07
16.956,0.09
16.96,0.07
16.964,0.08
16.968,0.075
16.972,0.07
16.976,0.09
16.98,0.08
16.984,0.09
16.988,0.09
16.992,0.09
16.996,0.085
17.0,0.095
17.004,0.08
17.008,0.09
17.012,0.085
17.016,0.08
17.02,0.08
17.024,0.08
17.028,0.09
17.032,0.09
17.036,0.085
17.04,0.08
17.044,0.075
17.048,0.09
17.052,0.1
17.056,0.115
17.06,0.09
17.064,0.08
17.068,0.09
17.072,0.1
17.076,0.095
17.08,0.1
17.084,0.1
17.088,0.095
17.092,0.085
17.096,0.085
17.1,0.095
17.104,0.1
17.108,0.095
17.112,0.11
17.116,0.1
17.12,0.12
17.124,0.115
17.128,0.12
17.132,0.14
17.136,0.125
17.14,0.125
17.144,0.145
17.148,0.15
17.152,0.155
17.156,0.16
17.16,0.16
17.164,0.135
17.168,0.14
17.172,0.125
17.176,0.105
17.18,0.115
17.184,0.11
17.188,0.11
17.192,0.12
17.196,0.1
17.2,0.08
17.204,0.07
17.208,0.075
17.212,0.07
17.216,0.07
17.22,0.08
17.224,0.075
17.228,0.075
17.232,0.075
17.236,0.085
17.24,0.08
17.244,0.075
17.248,0.07
17.252,0.095
17.256,0.08
17.26,0.09
17.264,0.07
17.268,0.075
17.272,0.125
17.276,0.14
17.28,0.22
17.284,0.34
17.288,0.5
17.292,0.715
17.296,0.88
17.3,0.96
17.304,0.795
17.308,0.48
17.312,0.095
17.316,-0.24
17.32,-0.365
17.324,-0.36
17.328,-0.245
17.332,-0.15
17.336,-0.08
17.34,-0.04
17.344,0.015
17.348,0.04
17.352,0.07
17.356,0.08
17.36,0.06
17.364,0.07
17.368,0.08
17.372,0.07
17.376,0.08
17.38,0.08
17.384,0.095
17.388,0.085
17.392,0.09
17.396,0.095
17.4,0.095
17.404,0.1
17.408,0.095
17.412,0.11
17.416,0.1
17.42,0.1
17.424,0.12
17.428,0.115
17.432,0.12
17.436,0.1
17.44,0.12
17.444,0.135
17.448,0.115
17.452,0.135
17.456,0.14
17.46,0.125
17.464,0.135
17.468,0.14
17.472,0.14
17.476,0.16
17.48,0.165
17.484,0.16
17.488,0.17
17.492,0.18
17.496,0.18
17.5,0.185
17.504,0.18
17.508,0.2
17.512,0.205
17.516,0.205
17.52,0.215
17.524,0.22
17.528,0.225
17.532,0.24
17.536,0.245
17.54,0.24
17.544,0.245
17.548,0.24
17.552,0.235
17.556,0.24
17.56,0.235
17.564,0.22
17.568,0.24
17.572,0.225
17.576,0.23
17.58,0.215
17.584,0.195
17.588,0.19
17.592,0.18
17.596,0.17
17.6,0.125
17.604,0.115
17.608,0.1
17.612,0.1
17.616,0.07
17.62,0.06
17.624,0.05
17.628,0.04
17.632,0.03
17.636,0.015
17.64,0.005
17.644,0.005
17.648,-0.01
17.652,-0.0
17.656,0.005
17.66,-0.0
17.664,-0.005
17.668,-0.02
17.672,-0.0
17.676,-0.0
17.68,-0.0
17.684,-0.0
17.688,0.005
17.692,-0.0
17.696,-0.0
17.7,0.005
17.704,0.015
17.708,0.005
17.712,0.02
17.716,0.015
17.72,0.01
17.724,0.005
17.728,0.025
17.732,0.02
17.736,0.035
17.74,0.035
17.744,0.02
17.748,0.015
17.752,0.02
17.756,0.025
17.76,0.035
17.764,0.03
17.768,0.025
17.772,0.045
17.776,0.04
17.78,0.035
17.784,0.04
17.788,0.045
17.792,0.04
17.796,0.035
17.8,0.04
17.804,0.045
17.808,0.04
17.812,0.05
17.816,0.04
17.82,0.055
17.824,0.065
17.828,0.055
17.832,0.055
17.836,0.045
17.84,0.05
17.844,0.055
17.848,0.05
17.852,0.055
17.856,0.04
17.86,0.045
17.864,0.06
17.868,0.055
17.872,0.055
17.876,0.045
17.88,0.05
17.884,0.07
17.888,0.06
17.892,0.06
17.896,0.06
17.9,0.06
17.904,0.06
17.908,0.06
17.912,0.08
17.916,0.065
17.92,0.08
17.924,0.06
17.928,0.07
17.932,0.08
17.936,0.08
17.94,0.07
17.944,0.08
17.948,0.075
17.952,0.065
17.956,0.085
17.96,0.06
17.964,0.075
17.968,0.075
17.972,0.075
17.976,0.06
17.98,0.08
17.984,0.085
17.988,0.065
17.992,0.06
17.996,0.07
18.0,0.08
18.004,0.06
18.008,0.08
18.012,0.08
18.016,0.085
18.02,0.065
18.024,0.08
18.028,0.075
18.032,0.095
18.036,0.08
18.04,0.085
18.044,0.08
18.048,0.085
18.052,0.065
18.056,0.08
18.06,0.085
18.064,0.08
18.068,0.085
18.072,0.085
18.076,0.08
18.08,0.08
18.084,0.1
18.088,0.08
18.092,0.095
18.096,0.08
18.1,0.09
18.104,0.095
18.108,0.1
18.112,0.1
18.116,0.105
18.12,0.11
18.124,0.12
18.128,0.125
18.132,0.12
18.136,0.14
18.14,0.145
18.144,0.155
18.148,0.18
18.152,0.165
18.156,0.16
18.16,0.16
18.164,0.16
18.168,0.125
18.172,0.125
18.176,0.125
18.18,0.105
18.184,0.135
18.188,0.115
18.192,0.125
18.196,0.09
18.2,0.095
18.204,0.07
18.208,0.08
18.212,0.07
18.216,0.08
18.22,0.085
18.224,0.08
18.228,0.065
18.232,0.075
18.236,0.07
18.24,0.08
18.244,0.075
18.248,0.08
18.252,0.08
18.256,0.075
18.26,0.08
18.264,0.05
18.268,0.105
18.272,0.125
18.276,0.195
18.28,0.315
18.284,0.475
18.288,0.685
18.292,0.865
18.296,0.935
18.3,0.775
18.304,0.48
18.308,0.08
18.312,-0.255
18.316,-0.38
18.32,-0.38
18.324,-0.26
18.328,-0.155
18.332,-0.095
18.336,-0.04
18.34,0.02
18.344,0.035
18.348,0.06
18.352,0.06
18.356,0.075
18.36,0.065
18.364,0.06
18.368,0.07
18.372,0.075
18.376,0.08
18.38,0.08
18.384,0.08
18.388,0.08
18.392,0.095
18.396,0.09
18.4,0.1
18.404,0.1
18.408,0.1
18.412,0.12
18.416,0.105
18.42,0.105
18.424,0.1
18.428,0.12
18.432,0.12
18.436,0.12
18.44,0.13
18.444,0.12
18.448,0.14
18.452,0.14
18.456,0.13
18.46,0.145
18.464,0.15
18.468,0.155
18.472,0.165
18.476,0.17
18.48,0.16
18.484,0.175
18.488,0.185
18.492,0.18
18.496,0.2
18.5,0.2
18.504,0.21
18.508,0.22
18.512,0.21
18.516,0.22
18.52,0.22
18.524,0.24
18.528,0.235
18.532,0.235
18.536,0.24
18.54,0.23
18.544,0.23
18.548,0.22
18.552,0.23
18.556,0.22
18.56,0.235
18.564,0.22
18.568,0.22
18.572,0.2
18.576,0.195
18.58,0.18
18.584,0.175
18.588,0.16
18.592,0.14
18.596,0.13
18.6,0.12
18.604,0.1
18.608,0.075
18.612,0.06
18.616,0.045
18.62,0.04
18.624,0.02
18.628,0.03
18.632,0.015
18.636,-0.0
18.64,-0.0
18.644,0.01
18.648,-0.005
18.652,-0.01
18.656,0.01
18.66,-0.0
18.664,-0.015
18.668,-0.0
18.672,0.005
18.676,-0.0
18.68,-0.005
18.684,-0.0
18.688,-0.0
18.692,0.005
18.696,-0.0
18.7,-0.0
18.704,0.005
18.708,-0.0
18.712,0.01
18.716,0.025
18.72,0.01
18.724,0.02
18.728,0.025
18.732,0.02
18.736,0.005
18.74,0.04
18.744,0.04
18.748,0.025
18.752,0.04
18.756,0.04
18.76,0.045
18.764,0.04
18.768,0.04
18.772,0.06
18.776,0.04
18.78,0.05
18.784,0.06
18.788,0.04
18.792,0.04
18.796,0.05
18.8,0.05
18.804,0.05
18.808,0.045
18.812,0.06
18.816,0.05
18.82,0.05
18.824,0.045
18.828,0.055
18.832,0.06
18.836,0.07
18.84,0.055
18.844,0.06
18.848,0.06
18.852,0.065
18.856,0.06
18.86,0.055
18.864,0.055
18.868,0.04
18.872,0.075
18.876,0.06
18.88,0.055
18.884,0.06
18.888,0.055
18.892,0.07
18.896,0.06
18.9,0.07
18.904,0.06
18.908,0.05
18.912,0.075
18.916,0.06
18.92,0.05
18.924,0.06
18.928,0.06
18.932,0.06
18.936,0.06
18.94,0.07
18.944,0.065
18.948,0.07
18.952,0.06
18.956,0.07
18.96,0.06
18.964,0.075
18.968,0.075
18.972,0.075
18.976,0.065
18.98,0.08
18.984,0.07
18.988,0.09
18.992,0.065
18.996,0.08
19.0,0.065
19.004,0.08
19.008,0.065
19.012,0.08
19.016,0.08
19.02,0.08
19.024,0.08
19.028,0.09
19.032,0.085
19.036,0.085
19.04,0.075
19.044,0.095
19.048,0.08
19.052,0.095
19.056,0.09
19.06,0.085
19.064,0.09
19.068,0.09
19.072,0.085
19.076,0.1
19.08,0.1
19.084,0.11
19.088,0.11
19.092,0.12
19.096,0.12
19.1,0.12
19.104,0.145
19.108,0.135
19.112,0.145
19.116,0.15
19.12,0.15
19.124,0.17
19.128,0.165
19.132,0.16
19.136,0.18
19.14,0.18
19.144,0.15
19.148,0.13
19.152,0.135
19.156,0.12
19.16,0.115
19.164,0.09
19.168,0.105
19.172,0.08
19.176,0.08
19.18,0.06
19.184,0.07
19.188,0.05
19.192,0.075
19.196,0.06
19.2,0.09
19.204,0.075
19.208,0.065
19.212,0.07
19.216,0.07
19.22,0.075
19.224,0.08
19.228,0.09
19.232,0.075
19.236,0.08
19.24,0.075
19.244,0.09
19.248,0.095
19.252,0.14
19.256,0.19
19.26,0.29
19.264,0.42
19.268,0.615
19.272,0.815
19.276,0.9
19.28,0.825
19.284,0.55
19.288,0.175
19.292,-0.205
19.296,-0.36
19.3,-0.395
19.304,-0.3
19.308,-0.175
19.312,-0.105
19.316,-0.055
19.32,-0.01
19.324,0.04
19.328,0.05
19.332,0.08
19.336,0.075
19.34,0.075
19.344,0.08
19.348,0.06
19.352,0.08
19.356,0.08
19.36,0.085
19.364,0.09
19.368,0.1
19.372,0.1
19.376,0.095
19.38,0.105
19.384,0.12
19.388,0.115
19.392,0.115
19.396,0.12
19.4,0.12
19.404,0.12
19.408,0.125
19.412,0.125
19.416,0.125
19.42,0.12
19.424,0.14
19.428,0.125
19.432,0.135
19.436,0.155
19.44,0.145
19.444,0.16
19.448,0.165
19.452,0.16
19.456,0.175
19.46,0.185
19.464,0.175
19.468,0.175
19.472,0.18
19.476,0.195
19.48,0.195
19.484,0.18
19.488,0.195
19.492,0.205
19.496,0.215
19.5,0.22
19.504,0.215
19.508,0.225
19.512,0.215
19.516,0.22
19.52,0.225
19.524,0.24
19.528,0.24
19.532,0.24
19.536,0.23
19.54,0.21
19.544,0.21
19.548,0.195
19.552,0.195
19.556,0.2
19.56,0.185
19.564,0.16
19.568,0.155
19.572,0.135
19.576,0.12
19.58,0.1
19.584,0.085
19.588,0.065
19.592,0.055
19.596,0.04
19.6,0.035
19.604,0.02
19.608,0.015
19.612,0.01
19.616,0.005
19.62,-0.0
19.624,-0.0
19.628,-0.0
19.632,-0.0
19.636,-0.005
19.64,-0.005
19.644,-0.0
19.648,-0.0
19.652,0.005
19.656,-0.005
19.66,0.005
19.664,-0.0
19.668,-0.0
19.672,0.005
19.676,0.02
19.68,0.01
19.684,0.02
19.688,0.01
19.692,0.02
19.696,0.02
19.7,0.035
19.704,0.035
19.708,0.015
19.712,0.03
19.716,0.035
19.72,0.035
19.724,0.03
19.728,0.035
19.732,0.04
19.736,0.04
19.74,0.05
19.744,0.055
19.748,0.055
19.752,0.045
19.756,0.05
19.76,0.045
19.764,0.04
19.768,0.05
19.772,0.05
19.776,0.06
19.78,0.045
19.784,0.05
19.788,0.055
19.792,0.04
19.796,0.045
19.8,0.05
19.804,0.045
19.808,0.06
19.812,0.05
19.816,0.06
19.82,0.045
19.824,0.04
19.828,0.055
19.832,0.05
19.836,0.06
19.84,0.05
19.844,0.055
19.848,0.05
19.852,0.065
19.856,0.05
19.86,0.055
19.864,0.065
19.868,0.055
19.872,0.065
19.876,0.06
19.88,0.055
19.884,0.06
19.888,0.06
19.892,0.065
19.896,0.06
19.9,0.065
19.904,0.065
19.908,0.065
19.912,0.05
19.916,0.065
19.92,0.06
19.924,0.07
19.928,0.075
19.932,0.08
19.936,0.08
19.94,0.08
19.944,0.09
19.948,0.08
19.952,0.08
19.956,0.09
19.96,0.085
19.964,0.09
19.968,0.085
19.972,0.09
19.976,0.095
19.98,0.095
19.984,0.1
19.988,0.085
19.992,0.1
19.996,0.1
20.0,0.1
20.004,0.095
20.008,0.09
20.012,0.1
20.016,0.08
20.02,0.1
20.024,0.1
20.028,0.1
20.032,0.095
20.036,0.09
20.04,0.12
20.044,0.115
20.048,0.11
20.052,0.115
20.056,0.12
20.06,0.12
20.064,0.12
20.068,0.12
20.072,0.13
20.076,0.135
20.08,0.16
20.084,0.14
20.088,0.15
20.092,0.14
20.096,0.15
20.1,0.14
20.104,0.13
20.108,0.15
20.112,0.12
20.116,0.125
20.12,0.115
20.124,0.115
20.128,0.11
20.132,0.09
20.136,0.08
20.14,0.08
20.144,0.06
20.148,0.055
20.152,0.08
20.156,0.08
20.16,0.065
20.164,0.08
20.168,0.06
20.172,0.08
20.176,0.08
20.18,0.08
20.184,0.07
20.188,0.075
20.192,0.08
20.196,0.08
20.2,0.075
20.204,0.07
20.208,0.12
20.212,0.13
20.216,0.21
20.22,0.32
20.224,0.46
20.228,0.655
20.232,0.815
20.236,0.89
20.24,0.73
20.244,0.47
20.248,0.11
20.252,-0.22
20.256,-0.335
20.26,-0.35
20.264,-0.24
20.268,-0.12
20.272,-0.07
20.276,-0.03
20.28,-0.0
20.284,0.045
20.288,0.07
20.292,0.08
20.296,0.085
20.3,0.095
20.304,0.08
20.308,0.08
20.312,0.095
20.316,0.095
20.32,0.095
20.324,0.105
20.328,0.12
20.332,0.105
20.336,0.1
20.34,0.115
20.344,0.12
20.348,0.11
20.352,0.12
20.356,0.115
20.36,0.125
20.364,0.12
20.368,0.13
20.372,0.12
20.376,0.145
20.38,0.13
20.384,0.13
20.388,0.14
20.392,0.13
20.396,0.15
20.4,0.145
20.404,0.16
20.408,0.155
20.412,0.17
20.416,0.16
20.42,0.16
20.424,0.185
20.428,0.18
20.432,0.175
20.436,0.185
20.44,0.195
20.444,0.195
20.448,0.205
20.452,0.21
20.456,0.205
20.46,0.215
20.464,0.235
20.468,0.215
20.472,0.23
20.476,0.24
20.48,0.22
20.484,0.22
20.488,0.23
20.492,0.21
20.496,0.22
20.5,0.205
20.504,0.22
20.508,0.22
20.512,0.2
20.516,0.2
20.52,0.165
20.524,0.185
20.528,0.14
20.532,0.16
20.536,0.13
20.54,0.095
20.544,0.08
20.548,0.06
20.552,0.06
20.556,0.05
20.56,0.035
20.564,0.035
20.568,0.02
20.572,0.02
20.576,0.015
20.58,-0.0
20.584,0.005
20.588,-0.0
20.592,0.01
20.596,0.005
20.6,0.015
20.604,-0.0
20.608,0.015
20.612,-0.0
20.616,-0.0
20.62,0.02
20.624,0.01
20.628,0.025
20.632,0.01
20.636,0.03
20.64,0.005
20.644,0.035
20.648,0.015
20.652,0.02
20.656,0.035
20.66,0.02
20.664,0.025
20.668,0.025
20.672,0.04
20.676,0.02
20.68,0.04
20.684,0.02
20.688,0.04
20.692,0.04
20.696,0.035
20.7,0.04
20.704,0.055
20.708,0.065
20.712,0.055
20.716,0.05
20.72,0.05
20.724,0.04
20.728,0.045
20.732,0.05
20.736,0.055
20.74,0.05
20.744,0.05
20.748,0.05
20.752,0.05
20.756,0.05
20.76,0.06
20.764,0.05
20.768,0.045
20.772,0.05
20.776,0.06
20.78,0.065
