Time(s),EEG (C4-A1)(mV)
30.244,-0.02410575427682737
30.248,-0.02363919129082426
30.252,-0.02363919129082426
30.256,-0.02146189735614308
30.26,-0.016796267496111975
30.264,-0.017262830482115084
30.268,-0.018195956454121306
30.272,-0.017107309486780714
30.276,-0.013530326594090203
30.28,-0.01166407465007776
30.284,-0.007931570762052876
30.288,-0.0006220839813374805
30.292,0.01026438569206843
30.296,0.0223950233281493
30.3,0.030482115085536547
30.304,0.035147744945567654
30.308,0.027371695178849145
30.312,0.014463452566096423
30.316,0.0038880248833592537
30.32,-0.001244167962674961
30.324,-0.008242612752721618
30.328,-0.008864696734059098
30.332,-0.005132192846034215
30.336,-0.004354587869362364
30.34,-0.0037325038880248835
30.344,-0.0026438569206842922
30.348,-0.0037325038880248835
30.352,-0.005598755832037325
30.356,-0.005132192846034215
30.36,-0.003265940902021773
30.364,-0.0017107309486780716
30.368,-0.001244167962674961
30.372,0.001244167962674961
30.376,0.004665629860031105
30.38,0.007309486780715396
30.384,0.01119751166407465
30.388,0.015241057542768274
30.392,0.019906687402799376
30.396,0.023017107309486782
30.4,0.027993779160186624
30.404,0.03297045101088647
30.408,0.03716951788491446
30.412,0.03965785381026438
30.416,0.04401244167962675
30.42,0.04821150855365474
30.424,0.0463452566096423
30.428,0.04541213063763608
30.432,0.04758942457231726
30.436,0.045878693623639194
30.44,0.047900466562986
30.444,0.048833592534992226
30.448,0.048989113530326596
30.452,0.04681181959564541
30.456,0.04821150855365474
30.46,0.05163297045101089
30.464,0.05256609642301711
30.468,0.05194401244167963
30.472,0.053810264385692065
30.476,0.056920684292379474
30.48,0.05909797822706065
30.484,0.059720062208398136
30.488,0.06220839813374806
30.492,0.06329704510108865
30.496,0.06391912908242613
30.5,0.0660964230171073
30.504,0.06905132192846034
30.508,0.06967340590979783
30.512,0.0671850699844479
30.516,0.07076205287713841
30.52,0.07216174183514774
30.524,0.06780715396578538
30.528,0.06578538102643856
30.532,0.06531881804043546
30.536,0.06469673405909798
30.54,0.06423017107309487
30.544,0.06594090202177294
30.548,0.06656298600311042
30.552,0.06345256609642301
30.556,0.06469673405909798
30.56,0.06656298600311042
30.564,0.06656298600311042
30.568,0.06391912908242613
30.572,0.06360808709175739
30.576,0.0645412130637636
30.58,0.06531881804043546
30.584,0.06423017107309487
30.588,0.06283048211508553
30.592,0.06283048211508553
30.596,0.05956454121306377
30.6,0.056920684292379474
30.604,0.05536547433903577
30.608,0.05287713841368585
30.612,0.04852255054432349
30.616,0.047900466562986
30.62,0.04696734059097978
30.624,0.04292379471228616
30.628,0.0416796267496112
30.632,0.042612752721617415
30.636,0.0401244167962675
30.64,0.03623639191290824
30.644,0.034836702954898914
30.648,0.029237947122861586
30.652,0.02410575427682737
30.656,0.02177293934681182
30.66,0.019906687402799376
30.664,0.015396578538102643
30.668,0.012441679626749611
30.672,0.007309486780715396
30.676,0.006687402799377916
30.68,0.003110419906687403
30.684,-0.0
30.688,-0.002177293934681182
30.692,-0.0037325038880248835
30.696,-0.003421461897356143
30.7,-0.0023328149300155523
30.704,0.0017107309486780716
30.708,0.002488335925349922
30.712,0.002488335925349922
30.716,0.005909797822706065
30.72,0.008864696734059098
30.724,0.008087091757387248
30.728,0.006531881804043546
30.732,0.006065318818040436
30.736,0.004199066874027994
30.74,0.0009331259720062209
30.744,-0.0007776049766718507
30.748,-0.006220839813374806
30.752,-0.013374805598755831
30.756,-0.016951788491446344
30.76,-0.019751166407465007
30.764,-0.02379471228615863
30.768,-0.030793157076205287
30.772,-0.03343701399688958
30.776,-0.035147744945567654
30.78,-0.037947122861586316
30.784,-0.0401244167962675
30.788,-0.04307931570762053
30.792,-0.042146189735614306
30.796,-0.04416796267496112
30.8,-0.04354587869362364
30.804,-0.04370139968895801
30.808,-0.04447900466562986
30.812,-0.04758942457231726
30.816,-0.04541213063763608
30.82,-0.04525660964230171
30.824,-0.049766718506998445
30.828,-0.053032659409020216
30.832,-0.05241057542768274
30.836,-0.05287713841368585
30.84,-0.05598755832037325
30.844,-0.05552099533437014
30.848,-0.05660964230171073
30.852,-0.06205287713841368
30.856,-0.06345256609642301
30.86,-0.06345256609642301
30.864,-0.06656298600311042
30.868,-0.07107309486780715
30.872,-0.07278382581648522
30.876,-0.07418351477449456
30.88,-0.0729393468118196
30.884,-0.07542768273716952
30.888,-0.07527216174183515
30.892,-0.07527216174183515
30.896,-0.07651632970451011
30.9,-0.076049766718507
30.904,-0.07465007776049767
30.908,-0.07589424572317263
30.912,-0.080248833592535
30.916,-0.07822706065318819
30.92,-0.07620528771384137
30.924,-0.07527216174183515
30.928,-0.076049766718507
30.932,-0.07418351477449456
30.936,-0.07122861586314153
30.94,-0.07107309486780715
30.944,-0.0682737169517885
30.948,-0.06842923794712286
30.952,-0.06967340590979783
30.956,-0.06858475894245723
30.96,-0.06531881804043546
30.964,-0.06702954898911354
30.968,-0.0671850699844479
30.972,-0.0687402799377916
30.976,-0.06936236391912909
30.98,-0.07029548989113531
30.984,-0.07511664074650078
30.988,-0.07667185069984447
30.992,-0.0807153965785381
30.996,-0.08382581648522551
31.0,-0.08553654743390357
31.004,-0.08273716951788491
31.008,-0.08211508553654744
31.012,-0.08258164852255054
31.016,-0.07838258164852255
31.02,-0.07356143079315708
31.024,-0.07465007776049767
31.028,-0.07776049766718507
31.032,-0.07776049766718507
31.036,-0.0833592534992224
31.04,-0.08569206842923795
31.044,-0.08506998444790047
31.048,-0.08740279937791602
31.052,-0.0895800933125972
31.056,-0.08942457231726283
31.06,-0.0864696734059098
31.064,-0.08569206842923795
31.068,-0.08662519440124417
31.072,-0.08615863141524106
31.076,-0.0833592534992224
31.08,-0.08149300155520996
31.084,-0.080248833592535
31.088,-0.07776049766718507
31.092,-0.07402799377916018
31.096,-0.07278382581648522
31.1,-0.06920684292379471
31.104,-0.0656298600311042
31.108,-0.06345256609642301
31.112,-0.06174183514774494
31.116,-0.05489891135303266
31.12,-0.048678071539657856
31.124,-0.04292379471228616
31.128,-0.034836702954898914
31.132,-0.02379471228615863
31.136,-0.019284603421461897
31.14,-0.02177293934681182
31.144,-0.029082426127527216
31.148,-0.04541213063763608
31.152,-0.06220839813374806
31.156,-0.06842923794712286
31.16,-0.06967340590979783
31.164,-0.07122861586314153
31.168,-0.07029548989113531
31.172,-0.06920684292379471
31.176,-0.0656298600311042
31.18,-0.0640746500777605
31.184,-0.06391912908242613
31.188,-0.06220839813374806
31.192,-0.06345256609642301
31.196,-0.06189735614307931
31.2,-0.06267496111975117
31.204,-0.06158631415241057
31.208,-0.060653188180404355
31.212,-0.0640746500777605
31.216,-0.0594090202177294
31.22,-0.05567651632970451
31.224,-0.05816485225505443
31.228,-0.05598755832037325
31.232,-0.053188180404354586
31.236,-0.0510108864696734
31.24,-0.046034214618973564
31.244,-0.04354587869362364
31.248,-0.04027993779160187
31.252,-0.04059097978227061
31.256,-0.038569206842923795
31.26,-0.03670295489891135
31.264,-0.038569206842923795
31.268,-0.0416796267496112
31.272,-0.042457231726283046
31.276,-0.042768273716951785
31.28,-0.04339035769828927
31.284,-0.042146189735614306
31.288,-0.03981337480559875
31.292,-0.0359253499222395
31.296,-0.03297045101088647
31.3,-0.028615863141524107
31.304,-0.02177293934681182
31.308,-0.01866251944012442
31.312,-0.015552099533437015
31.316,-0.009953343701399688
31.32,-0.0052877138413685845
31.324,-0.0057542768273716955
31.328,-0.0035769828926905133
31.332,-0.0023328149300155523
31.336,-0.0023328149300155523
31.34,-0.002177293934681182
31.344,-0.00046656298600311044
31.348,-0.0018662519440124418
31.352,-0.005598755832037325
31.356,-0.006220839813374806
31.36,-0.0052877138413685845
31.364,-0.007931570762052876
31.368,-0.009020217729393468
31.372,-0.01119751166407465
31.376,-0.010575427682737169
31.38,-0.009642301710730949
31.384,-0.007931570762052876
31.388,-0.006220839813374806
31.392,-0.003421461897356143
31.396,-0.001244167962674961
31.4,0.003421461897356143
31.404,0.008398133748055987
31.408,0.012441679626749611
31.412,0.015552099533437015
31.416,0.019906687402799376
31.42,0.024572317262830483
31.424,0.024261275272161743
31.428,0.024261275272161743
31.432,0.026749611197511663
31.436,0.026127527216174184
31.44,0.026127527216174184
31.444,0.026283048211508554
31.448,0.024572317262830483
31.452,0.02037325038880249
31.456,0.018040435458786936
31.46,0.018506998444790045
31.464,0.014930015552099534
31.468,0.01104199066874028
31.472,0.009953343701399688
31.476,0.012441679626749611
31.48,0.013685847589424573
31.484,0.015396578538102643
31.488,0.017418351477449457
31.492,0.019129082426127528
31.496,0.021306376360808708
31.5,0.02332814930015552
31.504,0.028304821150855364
31.508,0.030793157076205287
31.512,0.03421461897356143
31.516,0.039191290824261274
31.52,0.04432348367029549
31.524,0.04447900466562986
31.528,0.04525660964230171
31.532,0.047900466562986
31.536,0.04727838258164852
31.54,0.04556765163297045
31.544,0.04665629860031104
31.548,0.04416796267496112
31.552,0.03981337480559875
31.556,0.037947122861586316
31.56,0.03732503888024884
31.564,0.0343701399688958
31.568,0.028926905132192846
31.572,0.024883359253499222
31.576,0.021150855365474338
31.58,0.019906687402799376
31.584,0.017884914463452566
31.588,0.015552099533437015
31.592,0.013685847589424573
31.596,0.007931570762052876
31.6,0.006842923794712286
31.604,0.004665629860031105
31.608,0.0007776049766718507
31.612,-0.005443234836702955
31.616,-0.006376360808709175
31.62,-0.008087091757387248
31.624,-0.013063763608087092
31.628,-0.014307931570762053
31.632,-0.016018662519440126
31.636,-0.02021772939346812
31.64,-0.02255054432348367
31.644,-0.0255054432348367
31.648,-0.028149300155520994
31.652,-0.03250388802488336
31.656,-0.03265940902021773
31.66,-0.030171073094867808
31.664,-0.031259720062208396
31.668,-0.03374805598755832
31.672,-0.03359253499222395
31.676,-0.03234836702954899
31.68,-0.03110419906687403
31.684,-0.028304821150855364
31.688,-0.025816485225505444
31.692,-0.02379471228615863
31.696,-0.0223950233281493
31.7,-0.02052877138413686
31.704,-0.018040435458786936
31.708,-0.018506998444790045
31.712,-0.0208398133748056
31.716,-0.019906687402799376
31.72,-0.02006220839813375
31.724,-0.02379471228615863
31.728,-0.026127527216174184
31.732,-0.029237947122861586
31.736,-0.03203732503888025
31.74,-0.03452566096423017
31.744,-0.035147744945567654
31.748,-0.039035769828926904
31.752,-0.0416796267496112
31.756,-0.04447900466562986
31.76,-0.042146189735614306
31.764,-0.04292379471228616
31.768,-0.04401244167962675
31.772,-0.042768273716951785
31.776,-0.038569206842923795
31.78,-0.03390357698289269
31.784,-0.030482115085536547
31.788,-0.026438569206842923
31.792,-0.02223950233281493
31.796,-0.02161741835147745
31.8,-0.017262830482115084
31.804,-0.014463452566096423
31.808,-0.014930015552099534
31.812,-0.016174183514774496
31.816,-0.015241057542768274
31.82,-0.013685847589424573
31.824,-0.018040435458786936
31.828,-0.02146189735614308
31.832,-0.024883359253499222
31.836,-0.029393468118195955
31.84,-0.030793157076205287
31.844,-0.030326594090202177
31.848,-0.03110419906687403
31.852,-0.034992223950233284
31.856,-0.03670295489891135
31.86,-0.038102643856920686
31.864,-0.03701399688958009
31.868,-0.03748055987558321
31.872,-0.034992223950233284
31.876,-0.03203732503888025
31.88,-0.028304821150855364
31.884,-0.02534992223950233
31.888,-0.022861586314152412
31.892,-0.017573872472783827
31.896,-0.017729393468118197
31.9,-0.013219284603421462
31.904,-0.01088646967340591
31.908,-0.009953343701399688
31.912,-0.011508553654743391
31.916,-0.008553654743390357
31.92,-0.009486780715396579
31.924,-0.014930015552099534
31.928,-0.02021772939346812
31.932,-0.024261275272161743
31.936,-0.027993779160186624
31.94,-0.029860031104199068
31.944,-0.027682737169517885
31.948,-0.02410575427682737
31.952,-0.019751166407465007
31.956,-0.009020217729393468
31.96,-0.0017107309486780716
31.964,-0.00031104199066874026
31.968,-0.009020217729393468
31.972,-0.021150855365474338
31.976,-0.031726283048211505
31.98,-0.038413685847589425
31.984,-0.03981337480559875
31.988,-0.03561430793157076
31.992,-0.029393468118195955
31.996,-0.026283048211508554
32.0,-0.020995334370139968
32.004,-0.016796267496111975
32.008,-0.016640746500777605
32.012,-0.019284603421461897
32.016,-0.017573872472783827
32.02,-0.016951788491446344
32.024,-0.02363919129082426
32.028,-0.026749611197511663
32.032,-0.030793157076205287
32.036,-0.03545878693623639
32.04,-0.038880248833592534
32.044,-0.03965785381026438
32.048,-0.042301710730948676
32.052,-0.048833592534992226
32.056,-0.05225505443234837
32.06,-0.053032659409020216
32.064,-0.05458786936236392
32.068,-0.05847589424572317
32.072,-0.05598755832037325
32.076,-0.0552099533437014
32.08,-0.049766718506998445
32.084,-0.049455676516329705
32.088,-0.04665629860031104
32.092,-0.0447900466562986
32.096,-0.04416796267496112
32.1,-0.042301710730948676
32.104,-0.042301710730948676
32.108,-0.046189735614307934
32.112,-0.049144634525660966
32.116,-0.04712286158631415
32.12,-0.04556765163297045
32.124,-0.050388802488335924
32.128,-0.05256609642301711
32.132,-0.053654743390357695
32.136,-0.05738724727838258
32.14,-0.05847589424572317
32.144,-0.05894245723172628
32.148,-0.060653188180404355
32.152,-0.06283048211508553
32.156,-0.06469673405909798
32.16,-0.06158631415241057
32.164,-0.06267496111975117
32.168,-0.06220839813374806
32.172,-0.060186625194401246
32.176,-0.05847589424572317
32.18,-0.053654743390357695
32.184,-0.050388802488335924
32.188,-0.04727838258164852
32.192,-0.04541213063763608
32.196,-0.04385692068429238
32.2,-0.04307931570762053
32.204,-0.039346811819595644
32.208,-0.03965785381026438
32.212,-0.042457231726283046
32.216,-0.03965785381026438
32.22,-0.04027993779160187
32.224,-0.04416796267496112
32.228,-0.04774494556765163
32.232,-0.048833592534992226
32.236,-0.05116640746500778
32.24,-0.05412130637636081
32.244,-0.050388802488335924
32.248,-0.05147744945567652
32.252,-0.05147744945567652
32.256,-0.04852255054432349
32.26,-0.04681181959564541
32.264,-0.045878693623639194
32.268,-0.042301710730948676
32.272,-0.03732503888024884
32.276,-0.030948678071539656
32.28,-0.02363919129082426
32.284,-0.017729393468118197
32.288,-0.0119751166407465
32.292,-0.006687402799377916
32.296,-0.003110419906687403
32.3,0.0023328149300155523
32.304,0.006842923794712286
32.308,0.007931570762052876
32.312,0.006842923794712286
32.316,0.00933125972006221
32.32,0.010575427682737169
32.324,0.006842923794712286
32.328,0.005443234836702955
32.332,0.002488335925349922
32.336,-0.002021772939346812
32.34,-0.0052877138413685845
32.344,-0.006531881804043546
32.348,-0.01088646967340591
32.352,-0.013374805598755831
32.356,-0.014930015552099534
32.36,-0.013841368584758942
32.364,-0.013841368584758942
32.368,-0.014152410575427682
32.372,-0.013219284603421462
32.376,-0.008087091757387248
32.38,-0.0035769828926905133
32.384,0.00046656298600311044
32.388,0.005598755832037325
32.392,0.009953343701399688
32.396,0.0119751166407465
32.4,0.014930015552099534
32.404,0.016951788491446344
32.408,0.015396578538102643
32.412,0.011508553654743391
32.416,0.01119751166407465
32.42,0.008709175738724729
32.424,0.003110419906687403
32.428,0.0018662519440124418
32.432,0.001244167962674961
32.436,-0.0007776049766718507
32.44,-0.0
32.444,0.004821150855365474
32.448,0.0057542768273716955
32.452,0.007309486780715396
32.456,0.012441679626749611
32.46,0.018195956454121306
32.464,0.023950233281493
32.468,0.026127527216174184
32.472,0.03297045101088647
32.476,0.039346811819595644
32.48,0.0447900466562986
32.484,0.049144634525660966
32.488,0.05287713841368585
32.492,0.05645412130637636
32.496,0.056765163297045104
32.5,0.06236391912908243
32.504,0.06438569206842924
32.508,0.06656298600311042
32.512,0.06531881804043546
32.516,0.06842923794712286
32.52,0.06858475894245723
32.524,0.0667185069984448
32.528,0.06687402799377916
32.532,0.06594090202177294
32.536,0.06345256609642301
32.54,0.059875583203732506
32.544,0.06205287713841368
32.548,0.0594090202177294
32.552,0.05583203732503888
32.556,0.05443234836702955
32.56,0.056765163297045104
32.564,0.056920684292379474
32.568,0.0552099533437014
32.572,0.05458786936236392
32.576,0.05567651632970451
32.58,0.05225505443234837
32.584,0.05178849144634526
32.588,0.0510108864696734
32.592,0.049455676516329705
32.596,0.046189735614307934
32.6,0.04727838258164852
32.604,0.04665629860031104
32.608,0.04090202177293935
32.612,0.03250388802488336
32.616,0.030015552099533438
32.62,0.023950233281493
32.624,0.016485225505443235
32.628,0.01166407465007776
32.632,0.007776049766718507
32.636,0.0023328149300155523
32.64,-0.0
32.644,-0.0023328149300155523
32.648,-0.006531881804043546
32.652,-0.01104199066874028
32.656,-0.013996889580093312
32.66,-0.014307931570762053
32.664,-0.016640746500777605
32.668,-0.018040435458786936
32.672,-0.018973561430793158
32.676,-0.017884914463452566
32.68,-0.016796267496111975
32.684,-0.015707620528771383
32.688,-0.014307931570762053
32.692,-0.013063763608087092
32.696,-0.013996889580093312
32.7,-0.013219284603421462
32.704,-0.01119751166407465
32.708,-0.012908242612752722
32.712,-0.016018662519440126
32.716,-0.013841368584758942
32.72,-0.016174183514774496
32.724,-0.019906687402799376
32.728,-0.023017107309486782
32.732,-0.02534992223950233
32.736,-0.028771384136858476
32.74,-0.030015552099533438
32.744,-0.029237947122861586
32.748,-0.031415241057542766
32.752,-0.034836702954898914
32.756,-0.03670295489891135
32.76,-0.03623639191290824
32.764,-0.03981337480559875
32.768,-0.04074650077760498
32.772,-0.0432348367029549
32.776,-0.04090202177293935
32.78,-0.037947122861586316
32.784,-0.03312597200622084
32.788,-0.023017107309486782
32.792,-0.013374805598755831
32.796,-0.006842923794712286
32.8,-0.003265940902021773
32.804,-0.008864696734059098
32.808,-0.024883359253499222
32.812,-0.04059097978227061
32.816,-0.048678071539657856
32.82,-0.05287713841368585
32.824,-0.05505443234836703
32.828,-0.05505443234836703
32.832,-0.05645412130637636
32.836,-0.060497667185069985
32.84,-0.06158631415241057
32.844,-0.06158631415241057
32.848,-0.06251944012441679
32.852,-0.0667185069984448
32.856,-0.0656298600311042
32.86,-0.06423017107309487
32.864,-0.06236391912908243
32.868,-0.059875583203732506
32.872,-0.057076205287713844
32.876,-0.05458786936236392
32.88,-0.05178849144634526
32.884,-0.05287713841368585
32.888,-0.05272161741835148
32.892,-0.053654743390357695
32.896,-0.056765163297045104
32.9,-0.05614307931570762
32.904,-0.05598755832037325
32.908,-0.060342146189735615
32.912,-0.06283048211508553
32.916,-0.060031104199066876
32.92,-0.05847589424572317
32.924,-0.0583203732503888
32.928,-0.05598755832037325
32.932,-0.05505443234836703
32.936,-0.05629860031104199
32.94,-0.05583203732503888
32.944,-0.05225505443234837
32.948,-0.050388802488335924
32.952,-0.048989113530326596
32.956,-0.045878693623639194
32.96,-0.039191290824261274
32.964,-0.038569206842923795
32.968,-0.0359253499222395
32.972,-0.034681181959564544
32.976,-0.03421461897356143
32.98,-0.03328149300155521
32.984,-0.03421461897356143
32.988,-0.03343701399688958
32.992,-0.0343701399688958
32.996,-0.03701399688958009
33.0,-0.037947122861586316
33.004,-0.03732503888024884
33.008,-0.04043545878693624
33.012,-0.0447900466562986
33.016,-0.0447900466562986
33.02,-0.04447900466562986
33.024,-0.04712286158631415
33.028,-0.046034214618973564
33.032,-0.04665629860031104
33.036,-0.04774494556765163
33.04,-0.048678071539657856
33.044,-0.04416796267496112
33.048,-0.04385692068429238
33.052,-0.046189735614307934
33.056,-0.04370139968895801
33.06,-0.04121306376360809
33.064,-0.0416796267496112
33.068,-0.038880248833592534
33.072,-0.04105754276827372
33.076,-0.038102643856920686
33.08,-0.038569206842923795
33.084,-0.03748055987558321
33.088,-0.034681181959564544
33.092,-0.03188180404354588
33.096,-0.03203732503888025
33.1,-0.028615863141524107
33.104,-0.026127527216174184
33.108,-0.026905132192846033
33.112,-0.027527216174183515
33.116,-0.025972006220839814
33.12,-0.024883359253499222
33.124,-0.025816485225505444
33.128,-0.023950233281493
33.132,-0.02410575427682737
33.136,-0.026127527216174184
33.14,-0.02410575427682737
33.144,-0.02068429237947123
33.148,-0.01866251944012442
33.152,-0.02052877138413686
33.156,-0.01866251944012442
33.16,-0.015552099533437015
33.164,-0.013996889580093312
33.168,-0.01119751166407465
33.172,-0.009020217729393468
33.176,-0.004354587869362364
33.18,-0.002021772939346812
33.184,0.0017107309486780716
33.188,0.004199066874027994
33.192,0.006842923794712286
33.196,0.009175738724727838
33.2,0.013219284603421462
33.204,0.018195956454121306
33.208,0.018040435458786936
33.212,0.017418351477449457
33.216,0.019751166407465007
33.22,0.017418351477449457
33.224,0.013374805598755831
33.228,0.01010886469673406
33.232,0.007309486780715396
33.236,0.0026438569206842922
33.24,0.001244167962674961
33.244,0.0018662519440124418
33.248,0.0018662519440124418
33.252,-0.001088646967340591
33.256,0.00015552099533437013
33.26,0.0029548989113530326
33.264,0.006531881804043546
33.268,0.008864696734059098
33.272,0.01135303265940902
33.276,0.013841368584758942
33.28,0.014307931570762053
33.284,0.013685847589424573
33.288,0.012441679626749611
33.292,0.01135303265940902
33.296,0.007931570762052876
33.3,0.008553654743390357
33.304,0.008087091757387248
33.308,0.004354587869362364
33.312,0.002177293934681182
33.316,0.0006220839813374805
33.32,0.0009331259720062209
33.324,-0.002177293934681182
33.328,-0.0023328149300155523
33.332,-0.001244167962674961
33.336,-0.002488335925349922
33.34,0.0006220839813374805
33.344,0.004821150855365474
33.348,0.006842923794712286
33.352,0.0052877138413685845
33.356,0.007153965785381027
33.36,0.009486780715396579
33.364,0.009486780715396579
33.368,0.006998444790046656
33.372,0.0057542768273716955
33.376,0.003265940902021773
33.38,0.0006220839813374805
33.384,-0.0007776049766718507
33.388,-0.0037325038880248835
33.392,-0.006998444790046656
33.396,-0.01166407465007776
33.4,-0.01275272161741835
33.404,-0.012441679626749611
33.408,-0.016329704510108865
33.412,-0.01866251944012442
33.416,-0.017262830482115084
33.42,-0.015863141524105753
33.424,-0.016174183514774496
33.428,-0.01166407465007776
33.432,-0.008709175738724729
33.436,-0.008709175738724729
33.44,-0.004976671850699844
33.444,-0.0018662519440124418
33.448,-0.0013996889580093312
33.452,-0.0013996889580093312
33.456,-0.0
33.46,0.002177293934681182
33.464,0.004510108864696734
33.468,0.004043545878693624
33.472,0.004199066874027994
33.476,0.004199066874027994
33.48,0.001244167962674961
33.484,-0.00046656298600311044
33.488,-0.0018662519440124418
33.492,-0.005598755832037325
33.496,-0.009020217729393468
33.5,-0.008864696734059098
33.504,-0.009797822706065318
33.508,-0.0119751166407465
33.512,-0.015396578538102643
33.516,-0.014307931570762053
33.52,-0.014307931570762053
33.524,-0.016018662519440126
33.528,-0.014152410575427682
33.532,-0.014774494556765163
33.536,-0.015863141524105753
33.54,-0.013063763608087092
33.544,-0.008087091757387248
33.548,-0.006220839813374806
33.552,-0.005132192846034215
33.556,-0.003421461897356143
33.56,-0.00046656298600311044
33.564,-0.00046656298600311044
33.568,0.001244167962674961
33.572,0.0015552099533437014
33.576,0.005132192846034215
33.58,0.004665629860031105
33.584,0.004976671850699844
33.588,0.006065318818040436
33.592,0.004976671850699844
33.596,0.0037325038880248835
33.6,0.0023328149300155523
33.604,0.005132192846034215
33.608,-0.0
33.612,-0.002177293934681182
33.616,-0.0007776049766718507
33.62,-0.0007776049766718507
33.624,-0.002488335925349922
33.628,-0.002488335925349922
33.632,-0.004043545878693624
33.636,-0.005598755832037325
33.64,-0.005598755832037325
33.644,-0.001244167962674961
33.648,0.0017107309486780716
33.652,0.008087091757387248
33.656,0.018195956454121306
33.66,0.024727838258164853
33.664,0.026749611197511663
33.668,0.019129082426127528
33.672,0.004510108864696734
33.676,-0.007620528771384137
33.68,-0.013996889580093312
33.684,-0.016174183514774496
33.688,-0.01275272161741835
33.692,-0.010575427682737169
33.696,-0.010575427682737169
33.7,-0.006531881804043546
33.704,-0.003265940902021773
33.708,-0.005443234836702955
33.712,-0.006220839813374806
33.716,-0.003110419906687403
33.72,-0.0037325038880248835
33.724,-0.0018662519440124418
33.728,0.0026438569206842922
33.732,0.007153965785381027
33.736,0.010575427682737169
33.74,0.016951788491446344
33.744,0.025660964230171075
33.748,0.029082426127527216
33.752,0.030793157076205287
33.756,0.03250388802488336
33.76,0.034992223950233284
33.764,0.034836702954898914
33.768,0.03312597200622084
33.772,0.031415241057542766
33.776,0.031415241057542766
33.78,0.028926905132192846
33.784,0.028926905132192846
33.788,0.029082426127527216
33.792,0.029237947122861586
33.796,0.027527216174183515
33.8,0.029082426127527216
33.804,0.029860031104199068
33.808,0.026905132192846033
33.812,0.024261275272161743
33.816,0.024883359253499222
33.82,0.025194401244167962
33.824,0.022861586314152412
33.828,0.02161741835147745
33.832,0.018973561430793158
33.836,0.014307931570762053
33.84,0.013685847589424573
33.844,0.013841368584758942
33.848,0.012597200622083981
33.852,0.007153965785381027
33.856,0.005909797822706065
33.86,0.005132192846034215
33.864,0.004821150855365474
33.868,0.0035769828926905133
33.872,0.005443234836702955
33.876,0.005598755832037325
33.88,0.007620528771384137
33.884,0.007309486780715396
33.888,0.007309486780715396
33.892,0.004199066874027994
33.896,-0.0
33.9,-0.0018662519440124418
33.904,-0.0038880248833592537
33.908,-0.009486780715396579
33.912,-0.012908242612752722
33.916,-0.014930015552099534
33.92,-0.016018662519440126
33.924,-0.02037325038880249
33.928,-0.02052877138413686
33.932,-0.02270606531881804
33.936,-0.025660964230171075
33.94,-0.026438569206842923
33.944,-0.0255054432348367
33.948,-0.026749611197511663
33.952,-0.029860031104199068
33.956,-0.028926905132192846
33.96,-0.030793157076205287
33.964,-0.030637636080870917
33.968,-0.03203732503888025
33.972,-0.03297045101088647
33.976,-0.031259720062208396
33.98,-0.03110419906687403
33.984,-0.030326594090202177
33.988,-0.027527216174183515
33.992,-0.029548989113530325
33.996,-0.029393468118195955
34.0,-0.026905132192846033
34.004,-0.025660964230171075
34.008,-0.025816485225505444
34.012,-0.029237947122861586
34.016,-0.027993779160186624
34.02,-0.030015552099533438
34.024,-0.0328149300155521
34.028,-0.0343701399688958
34.032,-0.03981337480559875
34.036,-0.0447900466562986
34.04,-0.04696734059097978
34.044,-0.049922239502332814
34.048,-0.049766718506998445
34.052,-0.05287713841368585
34.056,-0.05536547433903577
34.06,-0.05505443234836703
34.064,-0.05489891135303266
34.068,-0.05645412130637636
34.072,-0.05489891135303266
34.076,-0.0510108864696734
34.08,-0.049144634525660966
34.084,-0.04805598755832037
34.088,-0.046034214618973564
34.092,-0.04525660964230171
34.096,-0.04696734059097978
34.1,-0.04727838258164852
34.104,-0.04681181959564541
34.108,-0.05194401244167963
34.112,-0.05536547433903577
34.116,-0.05287713841368585
34.12,-0.05474339035769829
34.124,-0.05598755832037325
34.128,-0.05505443234836703
34.132,-0.0552099533437014
34.136,-0.05863141524105754
34.14,-0.05909797822706065
34.144,-0.05785381026438569
34.148,-0.05816485225505443
34.152,-0.05785381026438569
34.156,-0.05660964230171073
34.16,-0.05225505443234837
34.164,-0.0510108864696734
34.168,-0.050077760497667184
34.172,-0.046034214618973564
34.176,-0.04432348367029549
34.18,-0.042457231726283046
34.184,-0.039191290824261274
34.188,-0.038569206842923795
34.192,-0.03530326594090202
34.196,-0.035147744945567654
34.2,-0.03328149300155521
34.204,-0.030171073094867808
34.208,-0.031570762052877135
34.212,-0.03545878693623639
34.216,-0.034681181959564544
34.22,-0.035147744945567654
34.224,-0.037947122861586316
34.228,-0.037636080870917576
34.232,-0.038569206842923795
34.236,-0.04292379471228616
34.24,-0.04292379471228616
34.244,-0.042612752721617415
34.248,-0.04416796267496112
34.252,-0.04774494556765163
34.256,-0.04727838258164852
34.26,-0.04727838258164852
34.264,-0.045878693623639194
34.268,-0.04696734059097978
34.272,-0.04416796267496112
34.276,-0.04370139968895801
34.28,-0.04152410575427683
34.284,-0.04105754276827372
34.288,-0.038724727838258165
34.292,-0.038569206842923795
34.296,-0.042457231726283046
34.3,-0.042612752721617415
34.304,-0.04292379471228616
34.308,-0.046034214618973564
34.312,-0.049922239502332814
34.316,-0.049611197511664075
34.32,-0.053654743390357695
